l,b,Angle from l=0,Angle from MW plane,Distance,"Dist MW or M31, nearest",Orbit Pericenter,Orbit Apocenter,Orbit Eccentricity,Orbit Period,Angular Radius,Radius [pc],V band Magnitude M$_{V}$,Distance to LG surf,Estimated Dynamical Mass,Stellar Velocity Dispersion $\sigma_{star}$,"Stellar Rotation Velocity $V_{rot,star}$",HI Velocity Dispersion $\sigma_{gas}$,"HI Rotation Velocity $V_{rot,gas}$",W50,Surface Brightness $\mu_{V}$,Heliocentric Velocity $v_{helio}$,Star Formation Timescale $\tau_{90}$,Mean Metallicity $\langle $[Fe/H]$\rangle $,Galactocentric Velocity $V_{GSR}$,Local Std of Rest Velocity $V_{LSR}$,Local Group Std of Rest Velocity $V_{LGSR}$,HI Mass $M_{HI}$ (Detected or Limit),3D Position (X),3D Position (Y),3D Position (Z)
132.58700477340523,-34.101345710533494,132.58700477340523,34.101345710533494,920449.5717531722,275.6583940270247,,,,,0.94,,-6.82,-6.750575942761848,,,,,,,26.7,-129.8,6500000000.0,,2.671118067761228,-131.45192924071054,81.42168424491496,39283.68717351311,753.3398155794509,303.09524465092665,433.40490199501886
132.58700477340523,-34.101345710533494,132.58700477340523,34.101345710533494,476430.98680541565,318.9487868698821,,,,,0.89,,-8.99,-230.452753979118,,,,,,,23.9,-367.3,5900000000.0,,-234.8288819322388,-368.9519292407105,-156.0783157550851,20296.339297768245,753.3398155794509,303.09524465092665,433.40490199501886
91.03116142568527,-22.92542010089291,91.03116142568527,22.92542010089291,660693.4480075964,365.382541262497,,,,,1.11,,-8.500000000000002,0.8903090335077706,,,,,,,26.3,-326.2,7400000000.0,,-115.43556376001908,-318.0255384814877,-63.93974897466104,17788.18745008495,524.5252943186039,-210.09608779495997,342.41594845071245
147.81684931467933,-15.520285647569661,147.81684931467933,15.520285647569661,772680.5850957021,348.2590787946933,,,,,1.7,,-10.340000000000002,42.546802180598334,,,,,,,25.6,-326.0,,,-216.14876119599273,-329.05398509614577,-135.69497751028058,78622.38281965228,409.90695155358117,414.92161100928803,506.8053219623327
129.7377975754259,-60.577320508495525,129.7377975754259,60.577320508495525,755092.227665434,518.4477040516994,293.0,552.0,0.31,,6.81,,-15.19,173.25279083303116,,,,5.9,25.0,,22.8,-231.6,1995262314.9688828,-1.19,-152.883356303763,-235.99041134642948,-87.81663361741961,65000000.0,724.6180922903508,210.5095880241777,27.903511537642974
270.52942117869657,-69.62685325301807,89.47057882130345,69.62685325301807,414954.0426343632,415.0073914670707,,,,,3.76,,-9.89,154.90389805849637,,,,10.0,,16.484,25.8,-13.0,2.6302679918953817,,-100.29651051956851,-23.710580398984,-81.61007969803104,120000.0,266.07046577914457,140.1421242383216,-285.9257766495369
248.0860298821542,-51.83367858838237,111.9139701178458,51.83367858838237,380189.39632056135,382.1442672591148,,,,,4.6,,-6.599999999999998,136.24528021661624,,,,,,,,75.6,,,-64.98404028578062,61.14126023882066,-46.09937757044579,19444.055796074223,156.4711633033821,232.7476110090361,-256.6891148815344
26.86324453715572,-17.737404921576776,26.86324453715572,17.737404921576776,459198.0128368685,452.3171787646055,,,,,2.65,,-15.21,194.35063314303815,,,,5.8,47.0,,19.7,-54.5,1000000000.0,-1.05,50.86321786885888,-43.82087550602173,26.061255698332406,130000000.0,197.62409964404918,-400.9919453673708,-104.94279386265335
26.86324453715572,-17.737404921576776,26.86324453715572,17.737404921576776,755092.227665434,677.2142821017397,,,,,3.2,,-11.29,287.51880967452087,,,7.7,,,,25.0,-83.9,8912509381.33744,,21.46321786885888,-73.22087550602174,-3.3387443016675977,95114.61460733594,197.62409964404918,-400.9919453673708,-104.94279386265335
94.77689995677721,-43.55414204151143,94.77689995677721,43.55414204151143,920449.5717531722,474.36864561523737,,,,,2.1,,-12.22,188.97335999323016,,,10.0,9.0,21.0,,22.8,-179.5,,-1.39,-17.314593721296774,-176.1999720701357,39.43187949836489,5900000.0,881.8065429391266,-121.55692215296943,234.2403672449337
214.852411904006,43.66094068963103,145.14758809599402,43.66094068963103,409000.0,421.74184981466794,,,,,0.99,118.0,-8.000000000000002,189.8407844817057,4180044.6428571437,,,6.9,,,24.8,38.1,1698243652.461746,-1.74,-58.323558926675396,32.62864333114717,-62.21625185238554,280000.0,-315.2259544906752,231.3659537564412,119.93078444592571
214.852411904006,43.66094068963103,145.14758809599402,43.66094068963103,933254.3007969924,823.0366586179377,,,,,8.62,,-14.250000000000002,468.8804836026807,,,17.0,4.5,30.0,53.0,23.7,-130.0,4677351412.871982,,-226.42355892667538,-135.4713566688528,-230.31625185238556,61000000.0,-315.2259544906752,231.3659537564412,119.93078444592571
214.852411904006,43.66094068963103,145.14758809599402,43.66094068963103,1213388.8504649785,456.6342273072354,,,,,0.92,,-9.420000000000002,53.958484906405054,,,,,,,25.6,-332.1,4600000000.0,-1.35,-428.5235589266753,-337.5713566688528,-432.41625185238547,223479.54679675828,-315.2259544906752,231.3659537564412,119.93078444592571
196.90364669394526,52.42261855732124,163.09635330605474,52.42261855732124,797994.6872679769,802.7608591274025,,,,,2.15,,-12.11,559.7788883657223,,,,9.3,,,22.8,24.0,851138038.2023759,-1.58,-16.84113134219092,22.16855098897978,-15.496322082414133,11000000.0,-593.1068424283246,344.35967283360225,407.96594232675017
35.84825419113669,-30.6374619996588,35.84825419113669,30.6374619996588,1071519.3052376048,1065.8707235190275,,,,,1.47,,-10.65,731.0348949524655,,,,5.8,,23.0,23.6,-137.7,,-1.44,-18.08785331461884,-128.94374138026058,-23.3362887866845,4100000.0,699.5646269606164,-784.7374090649417,-207.24418693023784
323.79043995015223,-47.96164047234784,36.20956004984782,47.96164047234784,887156.01203796,882.7941683970466,,,,,1.1,,-9.54,651.1212117359539,,,16.0,,,,25.0,194.0,7585775750.291852,,101.89010969971228,188.9168832996484,78.56301614479585,85395.81245612682,371.9895158244986,-132.0451002859758,-794.5021594068946
22.34649569621833,-15.729893633562885,22.34649569621833,15.729893633562885,1066596.121230259,1059.3718467600793,,,,,0.91,,-11.54,800.6427288846808,,,,10.0,,,23.9,-78.5,,,12.519297057523346,-67.99372074613557,-18.54976642282662,8800000.0,391.6553251502242,-945.7341190229703,-299.7004641650595
164.66523897267246,42.88431778177796,164.66523897267246,42.88431778177796,1361444.6824659512,1367.1961130866705,,,,,0.41,,-12.470000000000002,1016.4132136572576,,,,11.0,,,21.2,-29.2,,,14.15995194958915,-28.470820238927807,41.904589880955314,950000.0,-620.7375618596243,539.4245983485731,1085.0058089281663
257.9534158919684,22.520523864454173,102.04658410803164,22.520523864454173,1294195.8414499864,1295.7862130790759,,,,,0.72,,-9.659999999999998,1038.5833316783796,,,,7.2,,,,376.0,,,167.3571881055019,366.10517827536455,129.76875520333644,280000.0,-994.1073766551548,639.8300189621057,-526.6032154679611
261.87631664741525,23.31317643262669,98.12368335258476,23.31317643262669,1300169.57803329,1301.248528418698,,,,,4.3,,-14.87,1038.1582277400025,,,,10.0,72.4,,22.6,403.0,,,193.68185794255157,393.6926580458551,151.51071227926204,450000000.0,-1021.254546291149,571.2570491489645,-566.6969799818413
233.20007578684778,43.78378099176289,126.79992421315222,43.78378099176289,1425607.5936021882,1429.1388739092954,,,,,1.06,,-14.47,1196.7346342690248,,,90.0,18.0,71.0,,21.9,304.0,1819700858.6099825,,170.83366977610848,298.01423799742696,150.30508647689487,51000000.0,-1229.2748827682374,709.7102651387123,132.48250106370878
262.63601130472284,22.819470894754005,97.36398869527716,22.819470894754005,1348962.8825916534,1349.9465228793824,,,,,1.2,,-10.45,1085.6838874610273,,,,6.4,,29.906,23.9,362.0,,,151.57363537140145,352.68199137292635,108.75917664911806,730000.0,-1054.4878352374876,584.1012090088311,-605.4601899221468
244.7810318312789,40.788609984865225,115.21896816872109,40.788609984865225,1432187.8992735457,1434.8286233740344,,,,,2.47,,-14.28,1193.5633243470666,,,,8.0,20.0,,22.8,324.0,707945784.3841372,,166.75873204817685,317.45001228399406,136.49674741663745,77000000.0,-1271.1571637419665,654.5953925834953,-82.62273235321153
217.33757953674981,0.28108605492805205,142.66242046325019,0.28108605492805205,1674942.876026438,1681.407625346269,,,,,,,,1425.5238331218247,,,,23.0,42.0,54.161,,288.0,,,140.17011534616987,273.60071192103555,165.03241136978406,14000000.0,-435.99696804099284,1613.4038795743804,-110.76192118736608
217.33757953674981,0.28108605492805205,142.66242046325019,0.28108605492805205,1674942.876026438,1681.407625346269,,,,,,,,1425.5238331218247,,,,11.9,,28.022,,322.6,,,174.7701153461699,308.20071192103563,199.63241136978408,2600000.0,-435.99696804099284,1613.4038795743804,-110.76192118736608
219.6377832587699,54.43523729730823,140.3622167412301,54.43523729730823,1621810.0973589297,1625.464202640421,,,,,1.2,,-9.150000000000002,1395.3190095020748,,,,8.4,15.0,,,264.0,,,179.58277998124328,261.21064966561727,164.04031382929452,940000.0,-1402.1582581136624,640.8361027321638,503.5367916389948
219.6377832587699,54.43523729730823,140.3622167412301,54.43523729730823,1923091.7289101616,1856.6199269398728,,,,,0.5,,-11.52,1533.0975476583267,,,,14.2,,33.438,22.2,158.89,,,74.47277998124332,156.10064966561737,58.93031382929455,730000.0,-1402.1582581136624,640.8361027321638,503.5367916389948
83.87890998132565,44.40835272440747,83.87890998132565,44.40835272440747,1923091.7289101616,1868.8482373329928,,,,,0.47,,-10.920000000000002,1541.2692879523893,,,,,,,24.0,-65.0,,,105.37304024900091,-50.89249249586658,104.57034262327038,605836.340434887,-500.734119012681,-1002.126279494665,1563.1027028974936
83.87890998132565,44.40835272440747,83.87890998132565,44.40835272440747,1931968.3170169224,,,,,,5.16,,-18.53,,,,,,86.0,,19.3,129.0,,,299.3730402490009,143.10750750413342,298.57034262327045,1300000000.0,-500.734119012681,-1002.126279494665,1563.1027028974936
83.87890998132565,44.40835272440747,83.87890998132565,44.40835272440747,2032357.0109362209,2030.804456429277,,,,,0.42,,-11.239999999999998,1703.4363523888426,,,,9.7,,,22.3,117.0,,,287.3730402490009,131.10750750413342,286.57034262327045,340000.0,-500.734119012681,-1002.126279494665,1563.1027028974936
83.87890998132565,44.40835272440747,83.87890998132565,44.40835272440747,2079696.6871036938,,,,,,5.0,,-18.49,,,,80.0,13.0,98.8,,21.0,146.0,,,316.3730402490009,160.10750750413342,315.57034262327045,1800000000.0,-500.734119012681,-1002.126279494665,1563.1027028974936
344.7872572332449,-50.40115139475019,15.212742766755127,50.40115139475019,1949844.5997580453,1944.8595162696615,,,,,0.97,,-15.55,1697.728098779943,,,,36.0,58.0,,20.1,122.0,,,83.33801916845728,120.13486954859056,65.48159719609313,87000000.0,1076.6318373897138,-604.8469697067194,-1508.9459874896318
109.0931464193932,-22.37737106696816,109.0931464193932,22.37737106696816,2523480.772480576,1765.921618405713,,,,,0.64,,-11.810000000000002,1318.0876289555024,,,,,,,22.8,-136.9,,,60.44069779996255,-131.8012655166838,127.47177207878435,6600000.0,1965.00827625552,-123.91477461255549,1578.39881270837
14.215380934976956,-70.98468689411825,14.215380934976956,70.98468689411825,2208004.733018896,2142.4979473449953,,,,,0.9,,-13.22,1823.1397557612881,,,,,,,22.9,62.0,,,76.78713935771759,59.18470823259838,93.49535462865065,17000000.0,1860.2903316921966,-274.2199751964048,-1157.328038219789
21.05090693778396,-61.20984126048258,21.05090693778396,61.20984126048258,2344228.8153199228,2283.164516493963,,,,,9.99,,-10.55,1963.8200670827305,,,,,,,26.0,92.0,,,130.04423645632392,91.98631640740813,139.77085921946627,869026.1108125001,1925.1397074947367,-693.7414121974319,-1143.6645916551067
63.709866438660576,71.9922107643356,63.709866438660576,71.9922107643356,2187761.623949552,2186.664320399154,,,,,0.36,,-9.5,1944.9905191828811,,,,7.5,,,23.8,63.3,,,135.49265192163466,74.51546465093406,104.80448851155451,2500000.0,-1522.0807834410668,-943.500222992958,1256.7332020433164
293.56947215371963,-42.90540171440405,66.43052784628043,42.90540171440405,2118361.1352485004,2115.996534637985,,,,,0.57,,-12.13,1885.7415943852125,,,,,,,24.9,316.0,,,158.1120909785913,305.814007581197,136.92569720981874,581479.1964775379,514.5381672346563,376.3781877665836,-2020.15935845756
310.7374834370217,76.97946473263944,49.26251656297831,76.97946473263944,2177709.7723531597,2176.530436717889,,,,,0.32,,-12.19,1939.6500398487733,,,,7.0,,,22.6,213.9,,,182.43817513970768,219.9947519756085,132.39373985706354,11000000.0,-2042.2050891885308,-534.5562661949009,534.8530869002068
25.57323357913982,70.46481776115519,25.57323357913982,70.46481776115519,2290867.652767774,2288.430947633056,,,,,0.64,,-12.4,2058.3601314356383,,,,15.0,56.0,,22.6,152.0,,,194.7991295248452,163.04380845237083,148.88666011680328,18000000.0,-1747.8201543123096,-1178.27242554241,897.1473691004362
111.14106541848196,61.30941250687864,111.14106541848196,61.30941250687864,2582260.190634596,2583.6788890493576,,,,,0.42,,-13.36,2258.845036578947,,,,,31.2,,21.5,56.0,,,164.46436873794326,65.95545650301807,162.4073808702364,29000000.0,-1369.6064434623424,-572.4975277870577,2112.93456189262
301.2147794462747,-15.511210298912482,58.78522055372531,15.511210298912482,2269864.8518838207,2265.819881732391,,,,,2.01,,-13.98,2001.174206838852,,,,,,,23.3,429.0,,,240.4354469276145,421.73338218359436,185.87105801160396,13000000.0,-459.76692434766403,-37.73240036070912,-2222.493439148127
137.7580243571947,72.94224789561504,137.7580243571947,72.94224789561504,2582260.190634596,2584.036135011852,,,,,1.04,,-14.36,2323.2417626777824,,,,7.3,11.2,,22.1,194.9,,,245.3877096564296,202.00401179023808,233.27923095278302,35000000.0,-1859.595667166999,-225.70817997424527,1777.3653153706632
139.76246810675028,10.647173786319328,139.76246810675028,10.647173786319328,2964831.3895243388,2389.441442904198,,,,,0.94,,-13.16,2038.7574703060525,,,,8.8,122.0,,22.8,67.0,,,208.82338348655293,69.15929103374262,274.2645250268078,860000000.0,576.7716042472008,997.0376311692689,2731.936245023904
166.19759806112688,72.74521142540874,166.19759806112688,72.74521142540874,2594179.3621188123,2596.530614290164,,,,,0.9,,-13.17,2348.009700811769,,,,,,,22.9,251.0,,,271.5102188259687,255.94165441169272,258.77552294444683,52000000.0,-2017.8653885226126,80.31095659875625,1628.3537658923651
329.75612883258253,-17.282474581443807,30.24387116741747,17.282474581443807,2443430.5526939714,2436.7351522184877,,,,,0.48,,-15.840000000000002,2188.498384845912,,,,,,,18.7,302.0,,,195.766035462668,301.57310207905016,135.78333739705678,180000000.0,-61.41578211784922,-1093.9341304015304,-2184.0075745948934
82.00853445427803,64.47712690386247,82.00853445427803,64.47712690386247,2792543.8412373364,2792.069094136837,,,,,0.64,,-14.43,2514.070916810008,,,,10.0,24.7,,21.4,150.0,,,255.84742023076006,161.9762580007157,237.61650377417027,43000000.0,-1606.9708906291944,-1175.2995811129213,1958.2176989647455
339.04373214184466,62.602616166784365,20.956267858155343,62.602616166784365,2582260.190634596,2578.7804334180905,,,,,0.28,,-9.959999999999997,2331.759225887673,,,,,,,23.2,287.2,,,259.10016328651415,295.30740689276297,194.80002688340642,880000.0,-2260.11433139474,-1234.2806728747332,191.05528448128499
163.20448623463682,77.70021017576465,163.20448623463682,77.70021017576465,2857590.5433749496,2859.258007040619,,,,,0.45,,-14.080000000000002,2618.478585952276,,,,7.4,8.7,,21.1,165.0,,,184.28475659720863,170.7425353212879,165.19460715436537,7900000.0,-2303.6281653738283,-122.25675032979423,1686.4679885136125
161.10159627447786,78.06045803712504,161.10159627447786,78.06045803712504,2951209.22666639,2952.809678390837,,,,,0.7,,-10.950000000000005,2711.9792876407,,,,,,,24.0,284.0,,,304.6325029970624,289.89109461914427,285.20503719811205,48000000.0,-2375.8599594532,-155.3577012772119,1743.7859207143897
263.8200606215986,12.364498498828356,96.17993937840141,12.364498498828356,132000.0,132.92536522288617,,,,,1.27,,,-107.94502545971477,,,,,,,31.9,290.7,,,65.95067454652872,279.5989781650399,26.130541835738768,111.025728,-87.10242760557173,63.54723600439003,-76.15061327014044
163.16560116020997,-60.69348384903752,163.16560116020997,60.69348384903752,251000.0,255.0947700468695,,,,,1.23,90.0,-2.4499999999999997,-92.76296287649679,,,,,,,,,,,,,,8430.289812,213.94479887779,130.23822305397005,-16.328756501531966
163.5810008729879,-52.20133138698731,163.5810008729879,52.20133138698731,23800.0,29.28969375867329,,,,,2.68,19.0,-1.0999999999999996,-218.791871969108,,,,,,,,,,,,,,71.0265963076923,19.122423938475265,14.112009175851018,1.274401717640458
267.7252605174901,-23.635253477608753,92.27473948250991,23.635253477608753,45000.0,46.714683450938,,,,,3.6,47.0,-3.200000000000001,-183.415071130222,,,,,,,,,,,,,,276.7041,-4.61030154467207,23.326455995511733,-38.20499404994914
275.8567340363614,60.82733051653074,84.14326596363861,60.82733051653074,87000.0,87.07108652085384,,,,,1.5,38.0,-0.8000000000000007,-147.39390120512618,,,,,,,,,,,,,,809.7166483516484,-86.99385167541327,-0.06073317549592017,1.0325125459727396
297.0582446224644,-37.293968140952394,62.94175537753563,37.293968140952394,27600.0,25.741743421789412,26.0,1029.0,0.95,10.0,7.42,53.0,-4.709999999999999,-204.25862480419164,224094.60000000003,2.7,,,,,,80.4,,,-84.94739348729291,70.91411149561323,-114.51616425073072,124.58432447999998,4.300265467899028,3.2864634877864254,-27.064125233397842
268.0796246768532,-16.318072211512455,91.9203753231468,16.318072211512455,36200.0,37.29636396375805,26.0,118.0,0.64,10.0,8.69,92.0,-4.5,-193.0286086697853,616841.6,3.4,,,,,,477.2,,,252.4145406605493,463.4336353829403,225.87532498355068,220.8143817600001,-8.267582287664354,18.477004068579678,-30.011454542664023
268.3010705840146,-16.09427121728685,91.69892941598542,16.09427121728685,27800.0,29.180643906194838,28.0,106.0,0.58,10.0,3.75,30.0,-2.3999999999999986,-200.94364301214446,545663.9999999999,5.6,,,,,,284.6,,,59.593890977544184,270.8784853718641,32.64726708864852,101.22658320000001,-6.461796094450206,14.094555165551832,-23.074416697263757
282.5467826455606,42.809366812066735,77.4532173544394,42.809366812066735,117500.0,116.4716982772539,18.0,124.0,0.74,,31.2,1066.0,-8.200000000000001,-132.6047458522784,4507261.2,2.7,,,,,,87.5,,,-72.44376454352694,85.09805866092334,-134.75324914799478,3010.6460999999995,-111.8845724625769,5.256771688632378,-35.50294067087928
56.00968534933527,-52.64486280856792,56.00968534933527,52.64486280856792,107900.0,105.16936985905537,95.0,190.0,0.75,,5.1,160.0,-4.3599999999999985,-168.9817075841163,2706048.0000000005,5.4,,,,,,-71.1,,,43.102940395616415,-67.57441733601873,70.0163931178954,1747.4791713599993,99.23141168331286,-39.125809563879244,-16.26984822633384
