l,b,Angle from l=0,Angle from MW plane,Distance,"Dist MW or M31, nearest",Orbit Pericenter,Orbit Apocenter,Orbit Eccentricity,Orbit Period,Angular Radius,Radius [pc],V band Magnitude M$_{V}$,Distance to LG surf,Estimated Dynamical Mass,Stellar Velocity Dispersion $\sigma_{star}$,"Stellar Rotation Velocity $V_{rot,star}$",HI Velocity Dispersion $\sigma_{gas}$,"HI Rotation Velocity $V_{rot,gas}$",W50,Surface Brightness $\mu_{V}$,Heliocentric Velocity $v_{helio}$,Star Formation Timescale $\tau_{90}$,Mean Metallicity $\langle $[Fe/H]$\rangle $,Galactocentric Velocity $V_{GSR}$,Local Std of Rest Velocity $V_{LSR}$,Local Group Std of Rest Velocity $V_{LGSR}$,HI Mass $M_{HI}$ (Detected or Limit),3D Position (X),3D Position (Y),3D Position (Z)
225.98574588608454,49.112367539364364,134.01425411391546,49.112367539364364,727779.8045368242,66.45885781302657,,,,,1.24,,-8.509999999999998,-248.30049428139512,,,,,,,25.7,-251.6,10500000000.0,,-359.6156038317173,-256.0504686230181,-376.70629772448814,41792.441494908395,-219.35302151837556,116.05772229835794,54.13739045868679
225.98574588608454,49.112367539364364,134.01425411391546,49.112367539364364,827942.1637123346,76.85764106523405,69.0,101.0,0.19,,1.8,,-7.8900000000000015,-208.7161741652996,,,,,,,27.6,-539.6,,,-647.6156038317174,-544.0504686230181,-664.7062977244882,91039.81474305881,-219.35302151837556,116.05772229835794,54.13739045868679
225.98574588608454,49.112367539364364,134.01425411391546,49.112367539364364,748169.5005111551,73.0377599045788,70.0,111.0,0.23,,2.2,,-10.170000000000002,-221.74568419688848,,,,,,,24.8,-344.3,8700000000.0,-1.84,-452.3156038317172,-348.7504686230181,-469.40629772448807,62466.746289659626,-219.35302151837556,116.05772229835794,54.13739045868679
225.98574588608454,49.112367539364364,134.01425411391546,49.112367539364364,812830.5161640996,90.19053704338171,85.0,130.0,0.2,,3.0,,-9.75,-189.07896270062847,,,,,,,27.1,-107.8,5800000000.0,,-215.8156038317173,-112.2504686230181,-232.9062977244881,289550.2249762252,-219.35302151837556,116.05772229835794,54.13739045868679
225.98574588608454,49.112367539364364,134.01425411391546,49.112367539364364,762079.0100254116,101.57666854836708,168.0,265.0,0.23,,1.0,,-7.1099999999999985,-186.29656783695904,,,,,,,27.4,-261.6,9100000000.0,,-369.61560383171735,-266.0504686230181,-386.70629772448814,50044.453596407686,-219.35302151837556,116.05772229835794,54.13739045868679
126.21940062594165,-15.123352456726069,126.21940062594165,15.123352456726069,772680.5850957021,108.84272467512169,88.0,140.0,0.23,,1.4,,-9.54,-175.34297674668477,,,,,,,25.3,-403.0,7413102413.009163,-1.94,-229.27395112590236,-400.61418630519705,-153.6240463690392,80461.55479625608,496.44431703292327,157.20728337270108,570.8451600251386
126.21940062594165,-15.123352456726069,126.21940062594165,15.123352456726069,734513.8681571144,108.50015720712128,125.0,193.0,0.22,,0.71,,-6.829999999999997,-193.84943890947412,,,,,,,26.5,-419.6,7400000000.0,,-245.87395112590238,-417.21418630519713,-170.22404636903926,46342.55543034587,496.44431703292327,157.20728337270108,570.8451600251386
126.21940062594165,-15.123352456726069,126.21940062594165,15.123352456726069,820351.5443298176,115.21287642163914,,,,,6.2,,-8.97,-163.8045870953796,,,,,,,29.3,-111.6,,,62.126048874097684,-109.21418630519705,137.7759536309608,134644.9430959646,496.44431703292327,157.20728337270108,570.8451600251386
130.9919213225912,-23.558584200705944,130.9919213225912,23.558584200705944,769130.4402866098,125.60122790382314,,,,,4.6,,-10.23,-160.53017112087772,,,,,,,28.0,-237.7,5100000000.0,,-85.39067535422052,-237.60663861618144,-6.446644807115558,81961.66420634136,555.050573337892,228.10507443107517,481.0910207346894
130.9919213225912,-23.558584200705944,130.9919213225912,23.558584200705944,741310.2413009177,128.09612729926886,,,,,0.53,,-6.150000000000002,-170.89872782625488,,,,,,,26.2,-456.2,6900000000.0,,-303.8906753542205,-456.1066386161814,-224.94664480711555,54099.65881952437,555.050573337892,228.10507443107517,481.0910207346894
130.9919213225912,-23.558584200705944,130.9919213225912,23.558584200705944,839459.9865193982,133.7475840660747,163.0,253.0,0.22,,0.78,,-6.52,-146.89689887610396,,,,,,,27.3,-185.4,6500000000.0,,-33.09067535422054,-185.3066386161815,45.85335519288443,69487.32097704902,555.050573337892,228.10507443107517,481.0910207346894
125.75145988185976,-17.984491188697337,125.75145988185976,17.984491188697337,669884.6094165258,129.98827643628383,116.0,181.0,0.22,,1.3,,-7.529999999999998,-231.5163775410096,,,,,,,26.3,-164.1,6500000000.0,-2.46,7.819465892302276,-161.99994653654304,83.9571310580341,34335.10731737203,455.388975965141,136.10720512951934,472.06048258076254
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,827942.1637123346,135.16916048461678,,,,,3.5,,-9.79,-143.817361861527,,,,,,,27.0,-362.5,5800000000.0,,-164.69570412528972,-357.45887740816835,-96.28870171826121,68938.08398953959,610.5501608774853,-13.86864839770356,559.0388073262535
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,776247.1166286911,140.38465242248088,,,,,6.5,,-12.25,-144.7219929557718,,,,,,,26.4,-371.6,,,-173.79570412528977,-366.5588774081683,-105.38870171826122,75510.35708849407,610.5501608774853,-13.86864839770356,559.0388073262535
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,676082.9753919819,139.44396969469105,90.0,144.0,0.23,,3.17,,-14.65,-210.11440702921226,,,17.0,,,,21.2,-193.1,2691534803.9269137,-0.83,4.704295874710283,-188.05887740816829,73.1112982817388,67278.97883786725,610.5501608774853,-13.86864839770356,559.0388073262535
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,682338.6941416705,144.48093064744847,,,,,1.35,,-7.970000000000002,-196.7997043627292,,,,,,,,-139.8,,,58.00429587471025,-134.7588774081683,126.41129828173878,40179.863839084064,610.5501608774853,-13.86864839770356,559.0388073262535
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,794328.2347242822,161.2178028218214,,,,,1.7,,-8.6,-120.91047331262779,,,,,,,27.2,-480.6,4800000000.0,-2.21,-282.79570412528966,-475.5588774081683,-214.38870171826127,23761.7027596508,610.5501608774853,-13.86864839770356,559.0388073262535
111.91690090272114,-19.18618303567516,111.91690090272114,19.18618303567516,928966.3867799364,182.0549669067459,98.0,152.0,0.21,,1.2,,-6.539999999999999,-132.5557617445276,,,,,,,28.5,-558.4,3400000000.0,,-360.59570412528967,-553.3588774081684,-292.1887017182612,79257.11058048169,610.5501608774853,-13.86864839770356,559.0388073262535
127.87533593976377,-24.534593792327627,127.87533593976377,24.534593792327627,625172.6927756862,174.90734486256787,,,,,1.21,,-9.38,-227.19662342456525,,,,,,,24.8,-323.0,9300000000.0,-1.7,-164.33904474296332,-322.31636811800195,-86.45461271963399,40923.15702039255,466.2226383369548,156.70123206141608,385.9042253784814
128.91873996306458,-29.16111487197341,128.91873996306458,29.16111487197341,651628.3940608428,180.64629081672072,148.0,235.0,0.23,,6.2,,-12.57,-183.7109096013258,,,10.9,,,,24.5,-192.4,6300000000.0,-1.47,-43.12189566371441,-192.59512055779214,35.122160674160966,44332.799620770165,513.873668329296,178.18748333478328,358.8908437490737
128.91873996306458,-29.16111487197341,128.91873996306458,29.16111487197341,616595.0018614823,183.6903328868837,141.0,220.0,0.22,,2.55,,-14.75,-227.08620236485734,,,15.0,15.3,,,20.8,-203.8,3630780547.7010174,-1.12,-54.52189566371442,-203.99512055779212,23.722160674160968,110000.0,513.873668329296,178.18748333478328,358.8908437490737
109.80158023651705,-30.77380454509414,109.80158023651705,30.77380454509414,731139.0834834172,186.5915766726297,,,,,1.7,,-8.32,-120.42655754215879,,,,,,,,-194.4,5200000000.0,,-13.054413169799117,-190.90043336269053,55.23493925777792,25064.074309628937,628.3024754282095,-2.9425505967130565,373.887282698598
133.61018576188934,-31.330575844480013,133.61018576188934,31.330575844480013,809095.8991783812,,151.0,261.0,0.27,,,,-18.84,,,,,,,,,-179.2,,,-44.65744368171073,-180.7207234187562,34.809012005672045,,638.4473889440364,277.10258445960454,412.5957625856369
127.78925813376591,-16.250249302229765,127.78925813376591,16.250249302229765,599791.0762555101,204.20551403360344,133.0,202.0,0.2,,2.1,,-7.59,-217.80457441772748,,,,,,,27.8,-128.2,5400000000.0,,40.564493364872654,-126.34896693105354,117.17981465622678,39587.90472252748,389.8423453009638,139.00831362993608,434.1070947447745
109.46060036151205,-9.961633854324155,109.46060036151205,9.961633854324155,762079.0100254116,217.3332100524292,157.0,277.0,0.28,,3.5,,-13.21,-78.67301107838193,,,,,,,23.2,-307.2,,-1.62,-95.91597158641936,-300.2202722003606,-32.37071066494102,65554.20874727161,477.7936292823955,-70.28106813812077,589.5237372657973
109.46060036151205,-9.961633854324155,109.46060036151205,9.961633854324155,794328.2347242822,251.6283759312479,212.0,323.0,0.21,,2.65,,-15.0,-37.11602004601344,,,,8.0,34.0,,24.6,-348.0,1621810097.3589332,,-136.7159715864194,-341.0202722003607,-73.17071066494108,50000000.0,477.7936292823955,-70.28106813812077,589.5237372657973
101.10126477073445,-16.734148527738398,101.10126477073445,16.734148527738398,758577.5750291836,261.8490575307353,,,,,4.2,,-11.7,-40.26940826937969,,,,,,,25.8,-198.4,,,15.942771841240473,-190.79824318620342,75.04179976978631,95741.69677415617,549.4204146894522,-151.66664181266648,500.57404549266806
126.76246269056965,-40.8939169615304,126.76246269056965,40.8939169615304,769130.4402866098,267.5571788659,,,,,2.1,,-10.13,-30.548117027631,,,,9.1,5.0,21.429000000000002,24.8,-286.5,4365158322.401666,,-154.6580316385095,-287.8873420773652,-79.47141994543657,380000.0,686.1260588959299,196.4735139212545,286.68942046550586
106.04159776368809,-36.324587090339826,106.04159776368809,36.324587090339826,783429.642766212,268.2561878343674,226.0,320.0,0.17,,2.3,,-11.47,-25.84078541231595,,,,,,,24.1,-339.8,5370317963.702533,,-166.31210982339329,-336.6586104731488,-100.80401600124243,24143.649896009676,711.9629839793733,-25.57250829255155,325.9091306293958
